year,title,artist,winner,nominee,workers,category,updated_at,published_at,artist_list
2019,62nd annual grammy awards 2019,blake shelton,1,god's country,,Best Pop Solo Performance,2020-05-19 05:10:28,2020-05-19 05:10:28,['blake shelton']
2019,62nd annual grammy awards 2019,tanya tucker,1,bring my flowers now,,Best Pop Solo Performance,2020-05-19 05:10:28,2020-05-19 05:10:28,['tanya tucker']
2019,62nd annual grammy awards 2019,dan shay,1,speechless,,Best Country Solo Performance,2020-05-19 05:10:28,2020-05-19 05:10:28,['dan shay']
2019,62nd annual grammy awards 2019,brooks dunn with luke combs,1,brand new man,,Best Country Solo Performance,2020-05-19 05:10:28,2020-05-19 05:10:28,"['brooks dunn', 'luke combs', 'with']"
2019,62nd annual grammy awards 2019,brothers osborne,1,i don't remember me before you,,Best Country Solo Performance,2020-05-19 05:10:28,2020-05-19 05:10:28,['brothers osborne']
2019,62nd annual grammy awards 2019,little big town,1,the daughters,,Best Country Solo Performance,2020-05-19 05:10:28,2020-05-19 05:10:28,['little big town']
2019,62nd annual grammy awards 2019,maren morris featuring brandi carlile,1,common,,Best Country Solo Performance,2020-05-19 05:10:28,2020-05-19 05:10:28,"['brandi carlile', 'featuring', 'maren morris']"
2019,62nd annual grammy awards 2019,tanya tucker,1,bring my flowers now,brandi carlile phil hanseroth tim hanseroth tanya tucker songwriters tanya tucker,Best Country Song,2020-05-19 05:10:28,2020-05-19 05:10:28,['tanya tucker']
2019,62nd annual grammy awards 2019,ashley mcbryde,1,girl goin' nowhere,jeremy bussey ashley mcbryde songwriters ashley mcbryde,Best Country Song,2020-05-19 05:10:28,2020-05-19 05:10:28,['ashley mcbryde']
2019,62nd annual grammy awards 2019,it all comes out in the wash,1,it all comes out in the wash,miranda lambert hillary lindsey lori mckenna liz rose songwriters miranda lambert,Best Country Song,2020-05-19 05:10:28,2020-05-19 05:10:28,['it all comes out in the wash']
2019,62nd annual grammy awards 2019,some of it,1,some of it,eric church clint daniels jeff hyde bobby pinson songwriters eric church,Best Country Song,2020-05-19 05:10:28,2020-05-19 05:10:28,['some of it']
2019,62nd annual grammy awards 2019,dan shay,1,speechless,shay mooney jordan reynolds dan smyers laura veltz songwriters dan shay,Best Country Song,2020-05-19 05:10:28,2020-05-19 05:10:28,['dan shay']
2019,62nd annual grammy awards 2019,tanya tucker,1,while i'm livin',,Best Country Album,2020-05-19 05:10:28,2020-05-19 05:10:28,['tanya tucker']
2019,62nd annual grammy awards 2019,eric church,1,desperate man,,Best Country Album,2020-05-19 05:10:28,2020-05-19 05:10:28,['eric church']
2019,62nd annual grammy awards 2019,reba mcentire,1,stronger than the truth,reba mcentire doug sisemore producers sean neff todd tidwell engineersmixers,Best Country Album,2020-05-19 05:10:28,2020-05-19 05:10:28,['reba mcentire']
2019,62nd annual grammy awards 2019,pistol annies,1,interstate gospel,,Best Country Album,2020-05-19 05:10:28,2020-05-19 05:10:28,['pistol annies']
2019,62nd annual grammy awards 2019,thomas rhett,1,center point road,,Best Country Album,2020-05-19 05:10:28,2020-05-19 05:10:28,['thomas rhett']
2019,62nd annual grammy awards 2019,peter kater,1,wings,peter kater producer peter kater engineermixer,Best New Age Album,2020-05-19 05:10:28,2020-05-19 05:10:28,['peter kater']
2019,62nd annual grammy awards 2019,david arkenstone,1,fairy dreams,,Best New Age Album,2020-05-19 05:10:28,2020-05-19 05:10:28,['david arkenstone']
2019,62nd annual grammy awards 2019,david darling,1,homage to kindness,david darling mickey houlihan producers david darling mickey houlihan engineersmixers,Best New Age Album,2020-05-19 05:10:28,2020-05-19 05:10:28,['david darling']
2019,62nd annual grammy awards 2019,sebastian plano,1,verve,,Best New Age Album,2020-05-19 05:10:28,2020-05-19 05:10:28,['sebastian plano']
2019,62nd annual grammy awards 2019,deva premal,1,deva,,Best New Age Album,2020-05-19 05:10:28,2020-05-19 05:10:28,['deva premal']
2019,62nd annual grammy awards 2019,,1,sozinho,randy brecker soloist,Best Improvised Jazz Solo,2020-05-19 05:10:28,2020-05-19 05:10:28,[]
2019,62nd annual grammy awards 2019,,1,elsewhere,melissa aldana soloist,Best Improvised Jazz Solo,2020-05-19 05:10:28,2020-05-19 05:10:28,[]
2019,62nd annual grammy awards 2019,,1,tomorrow is the question,julian lage soloist,Best Improvised Jazz Solo,2020-05-19 05:10:28,2020-05-19 05:10:28,[]
2019,62nd annual grammy awards 2019,,1,the windup,branford marsalis soloist,Best Improvised Jazz Solo,2020-05-19 05:10:28,2020-05-19 05:10:28,[]
2019,62nd annual grammy awards 2019,,1,sightseeing,christian mcbride soloist,Best Improvised Jazz Solo,2020-05-19 05:10:28,2020-05-19 05:10:28,[]
2019,62nd annual grammy awards 2019,esperanza spalding,1,12 little spells,esperanza spalding producer joe ferla fernando lodeiro engineersmixers,Best Jazz Vocal Album,2020-05-19 05:10:28,2020-05-19 05:10:28,['esperanza spalding']
2019,62nd annual grammy awards 2019,sara gazarek,1,thirsty ghost,,Best Jazz Vocal Album,2020-05-19 05:10:28,2020-05-19 05:10:28,['sara gazarek']
2019,62nd annual grammy awards 2019,jazzmeia horn,1,love liberation,,Best Jazz Vocal Album,2020-05-19 05:10:28,2020-05-19 05:10:28,['jazzmeia horn']
2019,62nd annual grammy awards 2019,catherine russell,1,alone together,,Best Jazz Vocal Album,2020-05-19 05:10:28,2020-05-19 05:10:28,['catherine russell']
2019,62nd annual grammy awards 2019,tierney sutton band,1,screenplay,,Best Jazz Vocal Album,2020-05-19 05:10:28,2020-05-19 05:10:28,['tierney sutton band']
2019,62nd annual grammy awards 2019,brad mehldau,1,finding gabriel,,Best Jazz Instrumental Album,2020-05-19 05:10:28,2020-05-19 05:10:28,['brad mehldau']
2019,62nd annual grammy awards 2019,joey defrancesco,1,in the key of the universe,,Best Jazz Instrumental Album,2020-05-19 05:10:28,2020-05-19 05:10:28,['joey defrancesco']
2019,62nd annual grammy awards 2019,branford marsalis quartet,1,the secret between the shadow and the soul,rob wacko hunter branford marsalis producers rob wacko hunter engineermixer,Best Jazz Instrumental Album,2020-05-19 05:10:28,2020-05-19 05:10:28,['branford marsalis quartet']
2019,62nd annual grammy awards 2019,christian mcbride's new jawn,1,christian mcbride's new jawn,,Best Jazz Instrumental Album,2020-05-19 05:10:28,2020-05-19 05:10:28,['christian mcbrides new jawn']
2019,62nd annual grammy awards 2019,joshua redman quartet,1,come what may,,Best Jazz Instrumental Album,2020-05-19 05:10:28,2020-05-19 05:10:28,['joshua redman quartet']
2019,62nd annual grammy awards 2019,brian lynch big band,1,the omni-american book club,,Best Large Jazz Ensemble Album,2020-05-19 05:10:28,2020-05-19 05:10:28,['brian lynch big band']
2019,62nd annual grammy awards 2019,anat cohen tentet,1,triple helix,,Best Large Jazz Ensemble Album,2020-05-19 05:10:28,2020-05-19 05:10:28,['anat cohen tentet']
2019,62nd annual grammy awards 2019,miho hazama,1,dancer in nowhere,,Best Large Jazz Ensemble Album,2020-05-19 05:10:28,2020-05-19 05:10:28,['miho hazama']
2019,62nd annual grammy awards 2019,mike holober the gotham jazz orchestra,1,hiding out,,Best Large Jazz Ensemble Album,2020-05-19 05:10:28,2020-05-19 05:10:28,['mike holober the gotham jazz orchestra']
2019,62nd annual grammy awards 2019,terraza big band,1,one day wonder,,Best Large Jazz Ensemble Album,2020-05-19 05:10:28,2020-05-19 05:10:28,['terraza big band']
2019,62nd annual grammy awards 2019,chick corea the spanish heart band,1,antidote,,Best Latin Jazz Album,2020-05-19 05:10:28,2020-05-19 05:10:28,['chick corea the spanish heart band']
2019,62nd annual grammy awards 2019,thalma de freitas with vitor goncalves john patitucci chico pinheiro rogerio boccato duduka da fonseca,1,sorte music by john finbury,,Best Latin Jazz Album,2020-05-19 05:10:28,2020-05-19 05:10:28,"['thalma de freitas', 'vitor goncalves john patitucci chico pinheiro rogerio boccato duduka da fonseca', 'with']"
2019,62nd annual grammy awards 2019,jazz at lincoln center orchestra with wynton marsalis featuring ruben blades,1,una noche con ruben blades,,Best Latin Jazz Album,2020-05-19 05:10:28,2020-05-19 05:10:28,"['featuring', 'jazz at lincoln center orchestra', 'ruben blades', 'with', 'wynton marsalis']"
2019,62nd annual grammy awards 2019,david sanchez,1,carib,,Best Latin Jazz Album,2020-05-19 05:10:28,2020-05-19 05:10:28,['david sanchez']
2019,62nd annual grammy awards 2019,miguel zenon,1,sonero the music of ismael rivera,,Best Latin Jazz Album,2020-05-19 05:10:28,2020-05-19 05:10:28,['miguel zenon']
2019,62nd annual grammy awards 2019,love theory,1,love theory,kirk franklin kirk franklin songwriter,Best Gospel Performancesong,2020-05-19 05:10:28,2020-05-19 05:10:28,['love theory']
2019,62nd annual grammy awards 2019,talkin' 'bout jesus,1,talkin' 'bout jesus,gloria gaynor featuring yolanda adams bryan fowler gloria gaynor chris stevens songwriters,Best Gospel Performancesong,2020-05-19 05:10:28,2020-05-19 05:10:28,['talkin bout jesus']
2019,62nd annual grammy awards 2019,see the light,1,see the light,travis greene featuring jekalyn carr,Best Gospel Performancesong,2020-05-19 05:10:28,2020-05-19 05:10:28,['see the light']
2019,62nd annual grammy awards 2019,speak the name,1,speak the name,koryn hawthorne featuring natalie grant,Best Gospel Performancesong,2020-05-19 05:10:28,2020-05-19 05:10:28,['speak the name']
2019,62nd annual grammy awards 2019,this is a move live,1,this is a move live,tasha cobbs leonard tony brown brandon lake tasha cobbs leonard nate moore songwriters,Best Gospel Performancesong,2020-05-19 05:10:28,2020-05-19 05:10:28,['this is a move']
2019,62nd annual grammy awards 2019,god only knows,1,god only knows,for king country dolly parton josh kerr jordan reynolds joel smallbone luke smallbone tedd tjornhom songwriters,Best Contemporary Christian Music Performancesong,2020-05-19 05:10:28,2020-05-19 05:10:28,['god only knows']
2019,62nd annual grammy awards 2019,only jesus,1,only jesus,casting crowns mark hall bernie herms matthew west songwriters,Best Contemporary Christian Music Performancesong,2020-05-19 05:10:28,2020-05-19 05:10:28,['only jesus']
2019,62nd annual grammy awards 2019,danny gokey,1,haven't seen it yet,danny gokey danny gokey ethan hulse colby wedgeworth songwriters,Best Contemporary Christian Music Performancesong,2020-05-19 05:10:28,2020-05-19 05:10:28,['danny gokey']
2019,62nd annual grammy awards 2019,god's not done with you single version,1,god's not done with you single version,tauren wells,Best Contemporary Christian Music Performancesong,2020-05-19 05:10:28,2020-05-19 05:10:28,"['gods not done', 'with', 'you single']"
2019,62nd annual grammy awards 2019,rescue story,1,rescue story,zach williams ethan hulse andrew ripp jonathan smith zach williams songwriters,Best Contemporary Christian Music Performancesong,2020-05-19 05:10:28,2020-05-19 05:10:28,['rescue story']
2019,62nd annual grammy awards 2019,kirk franklin,1,long live love,kirk franklin ronald hill shaun martin max stark producers rob chiarelli tre nagella engineersmixers,Best Gospel Album,2020-05-19 05:10:28,2020-05-19 05:10:28,['kirk franklin']
2019,62nd annual grammy awards 2019,donald lawrence presents the tri -city singers,1,goshen,,Best Gospel Album,2020-05-19 05:10:28,2020-05-19 05:10:28,['donald lawrence presents the tri city singers']
2019,62nd annual grammy awards 2019,gene moore,1,tunnel vision,,Best Gospel Album,2020-05-19 05:10:28,2020-05-19 05:10:28,['gene moore']
2019,62nd annual grammy awards 2019,william murphy,1,settle here,,Best Gospel Album,2020-05-19 05:10:28,2020-05-19 05:10:28,['william murphy']
2019,62nd annual grammy awards 2019,cece winans,1,something's happening a christmas album,alvin love iii tommy sims producers jimmy douglass ben kane vance powell engineersmixers,Best Gospel Album,2020-05-19 05:10:28,2020-05-19 05:10:28,['cece winans']
2019,62nd annual grammy awards 2019,for king country,1,burn the ships,for king country joel smallbone luke smallbone producers ainslie grosser mike x o'connor engineersmixers,Best Contemporary Christian Music Album,2020-05-19 05:10:28,2020-05-19 05:10:28,['for king country']
2019,62nd annual grammy awards 2019,crowder,1,i know a ghost,,Best Contemporary Christian Music Album,2020-05-19 05:10:28,2020-05-19 05:10:28,['crowder']
2019,62nd annual grammy awards 2019,danny gokey,1,haven't seen it yet,,Best Contemporary Christian Music Album,2020-05-19 05:10:28,2020-05-19 05:10:28,['danny gokey']
2019,62nd annual grammy awards 2019,tobymac,1,the elements,david garcia christopher stevens tobymac producers bryan fowler engineermixer,Best Contemporary Christian Music Album,2020-05-19 05:10:28,2020-05-19 05:10:28,['tobymac']
2019,62nd annual grammy awards 2019,chris tomlin,1,holy roar,ed cash producer ed cash jim deneen f reid shippen engineersmixers,Best Contemporary Christian Music Album,2020-05-19 05:10:28,2020-05-19 05:10:28,['chris tomlin']
2019,62nd annual grammy awards 2019,gloria gaynor,1,testimony,dino fekaris freddie perren producers,Best Roots Gospel Album,2020-05-19 05:10:28,2020-05-19 05:10:28,['gloria gaynor']
2019,62nd annual grammy awards 2019,steven curtis chapman,1,deeper roots where the bluegrass grows,brown bannister steven curtis chapman producers steve bishir ryan castle danny duncan chris lord-alge jack joseph puig trina shoemaker engineersmixers,Best Roots Gospel Album,2020-05-19 05:10:28,2020-05-19 05:10:28,['steven curtis chapman']
2019,62nd annual grammy awards 2019,joseph habedank,1,deeper oceans,,Best Roots Gospel Album,2020-05-19 05:10:28,2020-05-19 05:10:28,['joseph habedank']
2019,62nd annual grammy awards 2019,tim menzies,1,his name is jesus,,Best Roots Gospel Album,2020-05-19 05:10:28,2020-05-19 05:10:28,['tim menzies']
2019,62nd annual grammy awards 2019,various artists,1,gonna sing gonna shout,jerry salley producer,Best Roots Gospel Album,2020-05-19 05:10:28,2020-05-19 05:10:28,['various artists']
2019,62nd annual grammy awards 2019,alejandro sanz,1,eldisco,tomas torres producer bob clearmountain mike couzzi lee levin andres saavedra dan warner engineersmixers,Best Latin Pop Album,2020-05-19 05:10:28,2020-05-19 05:10:28,['alejandro sanz']
2019,62nd annual grammy awards 2019,luis fonsi,1,vida,,Best Latin Pop Album,2020-05-19 05:10:28,2020-05-19 05:10:28,['luis fonsi']
2019,62nd annual grammy awards 2019,maluma,1,1111,,Best Latin Pop Album,2020-05-19 05:10:28,2020-05-19 05:10:28,['maluma']
2019,62nd annual grammy awards 2019,ricardo montaner,1,montaner,,Best Latin Pop Album,2020-05-19 05:10:28,2020-05-19 05:10:28,['ricardo montaner']
2019,62nd annual grammy awards 2019,sebastian yatra,1,fantasia,,Best Latin Pop Album,2020-05-19 05:10:28,2020-05-19 05:10:28,['sebastian yatra']
2019,62nd annual grammy awards 2019,rosalia,1,el mal querer,,Best Latin Rock Urban Or Alternative Album,2020-05-19 05:10:28,2020-05-19 05:10:28,['rosalia']
2019,62nd annual grammy awards 2019,bad bunny,1,x 100pre,,Best Latin Rock Urban Or Alternative Album,2020-05-19 05:10:28,2020-05-19 05:10:28,['bad bunny']
2019,62nd annual grammy awards 2019,j balvin bad bunny,1,oasis,,Best Latin Rock Urban Or Alternative Album,2020-05-19 05:10:28,2020-05-19 05:10:28,['j balvin bad bunny']
2019,62nd annual grammy awards 2019,flor de toloache,1,indestructible,,Best Latin Rock Urban Or Alternative Album,2020-05-19 05:10:28,2020-05-19 05:10:28,['flor de toloache']
2019,62nd annual grammy awards 2019,ile,1,almadura,ismael cancel ile producers noah georgeson ramon martinez harold wendell sanders carlos velazquez engineersmixers,Best Latin Rock Urban Or Alternative Album,2020-05-19 05:10:28,2020-05-19 05:10:28,['ile']
2019,62nd annual grammy awards 2019,mariachi los camperos,1,de ayer para siempre,,Best Regional Mexican Music Album Including Tejano,2020-05-19 05:10:28,2020-05-19 05:10:28,['mariachi los camperos']
2019,62nd annual grammy awards 2019,joss favela,1,caminando,,Best Regional Mexican Music Album Including Tejano,2020-05-19 05:10:28,2020-05-19 05:10:28,['joss favela']
2019,62nd annual grammy awards 2019,intocable,1,percepcion,ramon ayala producer edgar pilo cavazos chuy flores marco gamboa oscar welito gonzalez alejandro gulmar engineersmixers,Best Regional Mexican Music Album Including Tejano,2020-05-19 05:10:28,2020-05-19 05:10:28,['intocable']
